participant,kid,value,isBilingual,languageUsed,accent
0321,K803,4,1,IT,1
0321,K850,1,1,IT,0
0321,K851,1,1,IT,0
0321,K852,4,1,IT,1
0321,K853,3,1,IT,1
0321,K855,2,1,IT,1
0321,K856,3,1,IT,1
0321,K857,4,1,IT,1
0321,K900,2,1,IT,1
0321,K901,1,1,IT,0
0321,K902,2,1,IT,1
0321,K903,4,1,IT,1
0321,K904,2,1,IT,1
0321,K905,4,1,IT,1
0321,K950,1,1,IT,0
0321,K951,4,1,IT,1
0321,K952,4,1,IT,1
0321,K953,3,1,IT,1
0321,K954,1,1,IT,0
0321,K955,3,1,IT,1
0321,K957,3,1,IT,1
0322,K809,2,1,IT,1
0322,K810,3,1,IT,1
0322,K811,3,1,IT,1
0322,K812,3,1,IT,1
0322,K813,4,1,IT,1
0322,K814,1,1,IT,0
0322,K816,1,1,IT,0
0322,K858,1,1,IT,0
0322,K859,2,1,IT,1
0322,K860,1,1,IT,0
0322,K862,4,1,IT,1
0322,K863,2,1,IT,1
0322,K864,4,1,IT,1
0322,K865,1,1,IT,0
0322,K906,1,1,IT,0
0322,K907,2,1,IT,1
0322,K910,2,1,IT,1
0322,K914,1,1,IT,0
0322,K915,1,1,IT,0
0322,K916,1,1,IT,0
0322,K958,2,1,IT,1
0322,K959,1,1,IT,0
0322,K960,2,1,IT,1
0322,K961,1,1,IT,0
0322,K962,3,1,IT,1
0322,K963,1,1,IT,0
0322,K964,1,1,IT,0
0322,K965,1,1,IT,0
0322,K967,4,1,IT,1
0323,K818,1,1,IT,0
0323,K819,1,1,IT,0
0323,K820,4,1,IT,1
0323,K821,2,1,IT,1
0323,K822,1,1,IT,0
0323,K824,2,1,IT,1
0323,K825,1,1,IT,0
0323,K826,3,1,IT,1
0323,K861,1,1,IT,0
0323,K866,2,1,IT,1
0323,K867,1,1,IT,0
0323,K868,4,1,IT,1
0323,K869,1,1,IT,0
0323,K871,3,1,IT,1
0323,K909,1,1,IT,0
0323,K911,1,1,IT,0
0323,K917,1,1,IT,0
0323,K918,1,1,IT,0
0323,K956,1,1,IT,0
0323,K966,1,1,IT,0
0323,K968,1,1,IT,0
0323,K969,1,1,IT,0
0323,K970,1,1,IT,0
0323,K971,4,1,IT,1
0323,K972,1,1,IT,0
0323,K975,3,1,IT,1
0323,K976,2,1,IT,1
0323,K977,3,1,IT,1
0323,K978,4,1,IT,1
0324,K800,1,1,IT,0
0324,K801,3,1,IT,1
0324,K802,3,1,IT,1
0324,K804,1,1,IT,0
0324,K805,4,1,IT,1
0324,K806,3,1,IT,1
0324,K807,3,1,IT,1
0324,K808,3,1,IT,1
0324,K803,4,1,IT,1
0324,K850,2,1,IT,1
0324,K851,1,1,IT,0
0324,K852,4,1,IT,1
0324,K853,2,1,IT,1
0324,K855,2,1,IT,1
0324,K856,3,1,IT,1
0324,K857,1,1,IT,0
0324,K900,2,1,IT,1
0324,K901,1,1,IT,0
0324,K902,4,1,IT,1
0324,K903,2,1,IT,1
0324,K904,2,1,IT,1
0324,K905,3,1,IT,1
0324,K950,1,1,IT,0
0324,K951,3,1,IT,1
0324,K952,1,1,IT,0
0324,K953,3,1,IT,1
0324,K954,1,1,IT,0
0324,K955,3,1,IT,1
0324,K957,2,1,IT,1
0325,K809,1,1,IT,0
0325,K810,1,1,IT,0
0325,K811,1,1,IT,0
0325,K812,2,1,IT,1
0325,K813,3,1,IT,1
0325,K814,1,1,IT,0
0325,K816,1,1,IT,0
0325,K858,1,1,IT,0
0325,K859,2,1,IT,1
0325,K860,2,1,IT,1
0325,K862,4,1,IT,1
0325,K863,3,1,IT,1
0325,K864,4,1,IT,1
0325,K865,1,1,IT,0
0325,K906,1,1,IT,0
0325,K907,2,1,IT,1
0325,K910,1,1,IT,0
0325,K914,2,1,IT,1
0325,K915,1,1,IT,0
0325,K916,1,1,IT,0
0325,K958,1,1,IT,0
0325,K959,1,1,IT,0
0325,K960,2,1,IT,1
0325,K961,1,1,IT,0
0325,K962,3,1,IT,1
0325,K963,2,1,IT,1
0325,K964,1,1,IT,0
0325,K965,1,1,IT,0
0325,K967,4,1,IT,1
0326,K818,1,1,IT,0
0326,K819,1,1,IT,0
0326,K820,2,1,IT,1
0326,K821,3,1,IT,1
0326,K822,2,1,IT,1
0326,K824,2,1,IT,1
0326,K825,2,1,IT,1
0326,K826,3,1,IT,1
0326,K861,1,1,IT,0
0326,K866,1,1,IT,0
0326,K867,1,1,IT,0
0326,K868,4,1,IT,1
0326,K869,1,1,IT,0
0326,K871,2,1,IT,1
0326,K909,1,1,IT,0
0326,K911,2,1,IT,1
0326,K917,1,1,IT,0
0326,K918,1,1,IT,0
0326,K956,1,1,IT,0
0326,K966,1,1,IT,0
0326,K968,1,1,IT,0
0326,K969,1,1,IT,0
0326,K970,2,1,IT,1
0326,K971,3,1,IT,1
0326,K972,1,1,IT,0
0326,K975,3,1,IT,1
0326,K976,2,1,IT,1
0326,K977,1,1,IT,0
0326,K978,2,1,IT,1
0327,K800,1,1,IT,0
0327,K801,2,1,IT,1
0327,K802,1,1,IT,0
0327,K804,1,1,IT,0
0327,K805,3,1,IT,1
0327,K806,1,1,IT,0
0327,K807,3,1,IT,1
0327,K808,1,1,IT,0
0327,K803,1,1,IT,0
0327,K850,1,1,IT,0
0327,K851,1,1,IT,0
0327,K852,4,1,IT,1
0327,K853,1,1,IT,0
0327,K855,1,1,IT,0
0327,K856,3,1,IT,1
0327,K857,1,1,IT,0
0327,K900,1,1,IT,0
0327,K901,1,1,IT,0
0327,K902,1,1,IT,0
0327,K903,2,1,IT,1
0327,K904,1,1,IT,0
0327,K905,1,1,IT,0
0327,K950,1,1,IT,0
0327,K951,1,1,IT,0
0327,K952,1,1,IT,0
0327,K953,3,1,IT,1
0327,K954,1,1,IT,0
0327,K955,2,1,IT,1
0327,K957,1,1,IT,0
0328,K809,1,1,IT,0
0328,K810,3,1,IT,1
0328,K811,1,1,IT,0
0328,K812,2,1,IT,1
0328,K813,4,1,IT,1
0328,K814,1,1,IT,0
0328,K816,2,1,IT,1
0328,K858,1,1,IT,0
0328,K859,2,1,IT,1
0328,K860,1,1,IT,0
0328,K862,4,1,IT,1
0328,K863,3,1,IT,1
0328,K864,4,1,IT,1
0328,K865,1,1,IT,0
0328,K906,1,1,IT,0
0328,K907,1,1,IT,0
0328,K910,1,1,IT,0
0328,K914,2,1,IT,1
0328,K915,1,1,IT,0
0328,K916,1,1,IT,0
0328,K958,1,1,IT,0
0328,K959,1,1,IT,0
0328,K960,1,1,IT,0
0328,K961,1,1,IT,0
0328,K962,3,1,IT,1
0328,K963,1,1,IT,0
0328,K964,1,1,IT,0
0328,K965,1,1,IT,0
0328,K967,4,1,IT,1
0329,K818,2,1,IT,1
0329,K819,1,1,IT,0
0329,K820,3,1,IT,1
0329,K821,4,1,IT,1
0329,K822,2,1,IT,1
0329,K824,2,1,IT,1
0329,K825,4,1,IT,1
0329,K826,3,1,IT,1
0329,K861,2,1,IT,1
0329,K866,2,1,IT,1
0329,K867,2,1,IT,1
0329,K868,3,1,IT,1
0329,K869,1,1,IT,0
0329,K871,2,1,IT,1
0329,K909,1,1,IT,0
0329,K911,1,1,IT,0
0329,K917,2,1,IT,1
0329,K918,4,1,IT,1
0329,K956,2,1,IT,1
0329,K966,1,1,IT,0
0329,K968,1,1,IT,0
0329,K969,3,1,IT,1
0329,K970,4,1,IT,1
0329,K971,2,1,IT,1
0329,K972,2,1,IT,1
0329,K975,4,1,IT,1
0329,K976,2,1,IT,1
0329,K977,2,1,IT,1
0329,K978,3,1,IT,1
0330,K800,1,1,IT,0
0330,K801,3,1,IT,1
0330,K802,4,1,IT,1
0330,K804,1,1,IT,0
0330,K805,4,1,IT,1
0330,K806,2,1,IT,1
0330,K807,3,1,IT,1
0330,K808,2,1,IT,1
0330,K803,4,1,IT,1
0330,K850,1,1,IT,0
0330,K851,1,1,IT,0
0330,K852,3,1,IT,1
0330,K853,1,1,IT,0
0330,K855,1,1,IT,0
0330,K856,4,1,IT,1
0330,K857,2,1,IT,1
0330,K900,1,1,IT,0
0330,K901,1,1,IT,0
0330,K902,1,1,IT,0
0330,K903,2,1,IT,1
0330,K904,1,1,IT,0
0330,K905,2,1,IT,1
0330,K950,1,1,IT,0
0330,K951,2,1,IT,1
0330,K952,3,1,IT,1
0330,K953,1,1,IT,0
0330,K954,1,1,IT,0
0330,K955,3,1,IT,1
0330,K957,1,1,IT,0
0331,K809,1,1,IT,0
0331,K810,1,1,IT,0
0331,K811,1,1,IT,0
0331,K812,2,1,IT,1
0331,K813,3,1,IT,1
0331,K814,1,1,IT,0
0331,K816,2,1,IT,1
0331,K858,1,1,IT,0
0331,K859,2,1,IT,1
0331,K860,1,1,IT,0
0331,K862,4,1,IT,1
0331,K863,1,1,IT,0
0331,K864,4,1,IT,1
0331,K865,1,1,IT,0
0331,K906,2,1,IT,1
0331,K907,2,1,IT,1
0331,K910,2,1,IT,1
0331,K914,1,1,IT,0
0331,K915,1,1,IT,0
0331,K916,1,1,IT,0
0331,K958,1,1,IT,0
0331,K959,1,1,IT,0
0331,K960,4,1,IT,1
0331,K961,1,1,IT,0
0331,K962,3,1,IT,1
0331,K963,1,1,IT,0
0331,K964,1,1,IT,0
0331,K965,1,1,IT,0
0331,K967,3,1,IT,1
0332,K818,1,1,IT,0
0332,K819,1,1,IT,0
0332,K820,3,1,IT,1
0332,K821,3,1,IT,1
0332,K822,2,1,IT,1
0332,K824,3,1,IT,1
0332,K825,1,1,IT,0
0332,K826,3,1,IT,1
0332,K861,2,1,IT,1
0332,K866,1,1,IT,0
0332,K867,1,1,IT,0
0332,K868,3,1,IT,1
0332,K869,1,1,IT,0
0332,K871,2,1,IT,1
0332,K909,1,1,IT,0
0332,K911,1,1,IT,0
0332,K917,1,1,IT,0
0332,K918,4,1,IT,1
0332,K956,2,1,IT,1
0332,K966,1,1,IT,0
0332,K968,1,1,IT,0
0332,K969,2,1,IT,1
0332,K970,2,1,IT,1
0332,K971,4,1,IT,1
0332,K972,2,1,IT,1
0332,K975,4,1,IT,1
0332,K976,2,1,IT,1
0332,K977,3,1,IT,1
0332,K978,3,1,IT,1
0333,K800,1,1,IT,0
0333,K801,3,1,IT,1
0333,K802,3,1,IT,1
0333,K804,1,1,IT,0
0333,K805,3,1,IT,1
0333,K806,4,1,IT,1
0333,K807,1,1,IT,0
0333,K808,2,1,IT,1
0333,K803,4,1,IT,1
0333,K850,1,1,IT,0
0333,K851,2,1,IT,1
0333,K852,3,1,IT,1
0333,K853,3,1,IT,1
0333,K855,1,1,IT,0
0333,K856,3,1,IT,1
0333,K857,1,1,IT,0
0333,K900,1,1,IT,0
0333,K901,1,1,IT,0
0333,K902,3,1,IT,1
0333,K903,1,1,IT,0
0333,K904,2,1,IT,1
0333,K905,2,1,IT,1
0333,K950,2,1,IT,1
0333,K951,2,1,IT,1
0333,K952,2,1,IT,1
0333,K953,2,1,IT,1
0333,K954,1,1,IT,0
0333,K955,3,1,IT,1
0333,K957,1,1,IT,0
0334,K809,1,1,IT,0
0334,K810,1,1,IT,0
0334,K811,1,1,IT,0
0334,K812,1,1,IT,0
0334,K813,4,1,IT,1
0334,K814,1,1,IT,0
0334,K816,1,1,IT,0
0334,K858,1,1,IT,0
0334,K859,2,1,IT,1
0334,K860,1,1,IT,0
0334,K862,3,1,IT,1
0334,K863,2,1,IT,1
0334,K864,3,1,IT,1
0334,K865,1,1,IT,0
0334,K906,2,1,IT,1
0334,K907,1,1,IT,0
0334,K910,1,1,IT,0
0334,K914,2,1,IT,1
0334,K915,2,1,IT,1
0334,K916,1,1,IT,0
0334,K958,1,1,IT,0
0334,K959,2,1,IT,1
0334,K960,1,1,IT,0
0334,K961,1,1,IT,0
0334,K962,2,1,IT,1
0334,K963,1,1,IT,0
0334,K964,1,1,IT,0
0334,K965,1,1,IT,0
0334,K967,4,1,IT,1
0335,K818,2,1,IT,1
0335,K819,1,1,IT,0
0335,K820,3,1,IT,1
0335,K821,4,1,IT,1
0335,K822,3,1,IT,1
0335,K824,1,1,IT,0
0335,K825,2,1,IT,1
0335,K826,3,1,IT,1
0335,K861,1,1,IT,0
0335,K866,1,1,IT,0
0335,K867,1,1,IT,0
0335,K868,3,1,IT,1
0335,K869,1,1,IT,0
0335,K871,3,1,IT,1
0335,K909,2,1,IT,1
0335,K911,1,1,IT,0
0335,K917,1,1,IT,0
0335,K918,2,1,IT,1
0335,K956,2,1,IT,1
0335,K966,1,1,IT,0
0335,K968,1,1,IT,0
0335,K969,1,1,IT,0
0335,K970,2,1,IT,1
0335,K971,3,1,IT,1
0335,K972,1,1,IT,0
0335,K975,4,1,IT,1
0335,K976,1,1,IT,0
0335,K977,3,1,IT,1
0335,K978,3,1,IT,1
0336,K800,3,1,IT,1
0336,K801,1,1,IT,0
0336,K802,4,1,IT,1
0336,K804,1,1,IT,0
0336,K805,4,1,IT,1
0336,K806,4,1,IT,1
0336,K807,3,1,IT,1
0336,K808,2,1,IT,1
0336,K803,4,1,IT,1
0336,K850,3,1,IT,1
0336,K851,2,1,IT,1
0336,K852,4,1,IT,1
0336,K853,4,1,IT,1
0336,K855,1,1,IT,0
0336,K856,2,1,IT,1
0336,K857,2,1,IT,1
0336,K900,2,1,IT,1
0336,K901,1,1,IT,0
0336,K902,1,1,IT,0
0336,K903,1,1,IT,0
0336,K904,1,1,IT,0
0336,K905,3,1,IT,1
0336,K950,1,1,IT,0
0336,K951,2,1,IT,1
0336,K952,3,1,IT,1
0336,K953,4,1,IT,1
0336,K954,1,1,IT,0
0336,K955,4,1,IT,1
0336,K957,1,1,IT,0
0337,K809,2,1,IT,1
0337,K810,1,1,IT,0
0337,K811,1,1,IT,0
0337,K812,3,1,IT,1
0337,K813,4,1,IT,1
0337,K814,1,1,IT,0
0337,K816,1,1,IT,0
0337,K858,1,1,IT,0
0337,K859,2,1,IT,1
0337,K860,1,1,IT,0
0337,K862,4,1,IT,1
0337,K863,3,1,IT,1
0337,K864,4,1,IT,1
0337,K865,1,1,IT,0
0337,K906,2,1,IT,1
0337,K907,3,1,IT,1
0337,K910,1,1,IT,0
0337,K914,4,1,IT,1
0337,K915,2,1,IT,1
0337,K916,1,1,IT,0
0337,K958,2,1,IT,1
0337,K959,1,1,IT,0
0337,K960,3,1,IT,1
0337,K961,2,1,IT,1
0337,K962,4,1,IT,1
0337,K963,1,1,IT,0
0337,K964,1,1,IT,0
0337,K965,2,1,IT,1
0337,K967,4,1,IT,1
0338,K818,1,1,IT,0
0338,K819,1,1,IT,0
0338,K820,4,1,IT,1
0338,K821,4,1,IT,1
0338,K822,2,1,IT,1
0338,K824,1,1,IT,0
0338,K825,1,1,IT,0
0338,K826,4,1,IT,1
0338,K861,1,1,IT,0
0338,K866,1,1,IT,0
0338,K867,1,1,IT,0
0338,K868,2,1,IT,1
0338,K869,1,1,IT,0
0338,K871,3,1,IT,1
0338,K909,1,1,IT,0
0338,K911,1,1,IT,0
0338,K917,1,1,IT,0
0338,K918,2,1,IT,1
0338,K956,1,1,IT,0
0338,K966,1,1,IT,0
0338,K968,1,1,IT,0
0338,K969,1,1,IT,0
0338,K970,1,1,IT,0
0338,K971,4,1,IT,1
0338,K972,1,1,IT,0
0338,K975,4,1,IT,1
0338,K976,3,1,IT,1
0338,K977,2,1,IT,1
0338,K978,2,1,IT,1
0339,K800,1,1,IT,0
0339,K801,3,1,IT,1
0339,K802,3,1,IT,1
0339,K804,1,1,IT,0
0339,K805,3,1,IT,1
0339,K806,2,1,IT,1
0339,K807,3,1,IT,1
0339,K808,2,1,IT,1
0339,K803,2,1,IT,1
0339,K850,1,1,IT,0
0339,K851,1,1,IT,0
0339,K852,3,1,IT,1
0339,K853,1,1,IT,0
0339,K855,2,1,IT,1
0339,K856,2,1,IT,1
0339,K857,3,1,IT,1
0339,K900,1,1,IT,0
0339,K901,1,1,IT,0
0339,K902,3,1,IT,1
0339,K903,2,1,IT,1
0339,K904,1,1,IT,0
0339,K905,2,1,IT,1
0339,K950,1,1,IT,0
0339,K951,1,1,IT,0
0339,K952,2,1,IT,1
0339,K953,2,1,IT,1
0339,K954,1,1,IT,0
0339,K955,3,1,IT,1
0339,K957,1,1,IT,0
0340,K809,2,1,IT,1
0340,K810,3,1,IT,1
0340,K811,1,1,IT,0
0340,K812,2,1,IT,1
0340,K813,3,1,IT,1
0340,K814,1,1,IT,0
0340,K816,1,1,IT,0
0340,K858,1,1,IT,0
0340,K859,2,1,IT,1
0340,K860,1,1,IT,0
0340,K862,4,1,IT,1
0340,K863,2,1,IT,1
0340,K864,4,1,IT,1
0340,K865,1,1,IT,0
0340,K906,1,1,IT,0
0340,K907,1,1,IT,0
0340,K910,1,1,IT,0
0340,K914,2,1,IT,1
0340,K915,1,1,IT,0
0340,K916,1,1,IT,0
0340,K958,1,1,IT,0
0340,K959,1,1,IT,0
0340,K960,2,1,IT,1
0340,K961,1,1,IT,0
0340,K962,3,1,IT,1
0340,K963,1,1,IT,0
0340,K964,1,1,IT,0
0340,K965,1,1,IT,0
0340,K967,3,1,IT,1
0341,K818,1,1,IT,0
0341,K819,1,1,IT,0
0341,K820,4,1,IT,1
0341,K821,4,1,IT,1
0341,K822,4,1,IT,1
0341,K824,1,1,IT,0
0341,K825,1,1,IT,0
0341,K826,3,1,IT,1
0341,K861,1,1,IT,0
0341,K866,1,1,IT,0
0341,K867,1,1,IT,0
0341,K868,3,1,IT,1
0341,K869,1,1,IT,0
0341,K871,2,1,IT,1
0341,K909,1,1,IT,0
0341,K911,1,1,IT,0
0341,K917,1,1,IT,0
0341,K918,1,1,IT,0
0341,K956,1,1,IT,0
0341,K966,1,1,IT,0
0341,K968,1,1,IT,0
0341,K969,1,1,IT,0
0341,K970,2,1,IT,1
0341,K971,3,1,IT,1
0341,K972,1,1,IT,0
0341,K975,4,1,IT,1
0341,K976,3,1,IT,1
0341,K977,2,1,IT,1
0341,K978,2,1,IT,1
0342,K800,1,1,IT,0
0342,K801,2,1,IT,1
0342,K802,3,1,IT,1
0342,K804,1,1,IT,0
0342,K805,3,1,IT,1
0342,K806,2,1,IT,1
0342,K807,1,1,IT,0
0342,K808,2,1,IT,1
0342,K803,4,1,IT,1
0342,K850,1,1,IT,0
0342,K851,1,1,IT,0
0342,K852,2,1,IT,1
0342,K853,2,1,IT,1
0342,K855,1,1,IT,0
0342,K856,2,1,IT,1
0342,K857,3,1,IT,1
0342,K900,1,1,IT,0
0342,K901,2,1,IT,1
0342,K902,2,1,IT,1
0342,K903,1,1,IT,0
0342,K904,1,1,IT,0
0342,K905,1,1,IT,0
0342,K950,1,1,IT,0
0342,K951,2,1,IT,1
0342,K952,3,1,IT,1
0342,K953,2,1,IT,1
0342,K954,1,1,IT,0
0342,K955,2,1,IT,1
0342,K957,1,1,IT,0
0343,K809,2,1,IT,1
0343,K810,3,1,IT,1
0343,K811,1,1,IT,0
0343,K812,3,1,IT,1
0343,K813,4,1,IT,1
0343,K814,2,1,IT,1
0343,K816,1,1,IT,0
0343,K858,1,1,IT,0
0343,K859,3,1,IT,1
0343,K860,2,1,IT,1
0343,K862,4,1,IT,1
0343,K863,1,1,IT,0
0343,K864,2,1,IT,1
0343,K865,3,1,IT,1
0343,K906,3,1,IT,1
0343,K907,3,1,IT,1
0343,K910,2,1,IT,1
0343,K914,3,1,IT,1
0343,K915,1,1,IT,0
0343,K916,1,1,IT,0
0343,K958,3,1,IT,1
0343,K959,3,1,IT,1
0343,K960,4,1,IT,1
0343,K961,4,1,IT,1
0343,K962,4,1,IT,1
0343,K963,2,1,IT,1
0343,K964,1,1,IT,0
0343,K965,3,1,IT,1
0343,K967,4,1,IT,1
0344,K818,1,1,IT,0
0344,K819,1,1,IT,0
0344,K820,3,1,IT,1
0344,K821,3,1,IT,1
0344,K822,1,1,IT,0
0344,K824,1,1,IT,0
0344,K825,3,1,IT,1
0344,K826,4,1,IT,1
0344,K861,1,1,IT,0
0344,K866,1,1,IT,0
0344,K867,1,1,IT,0
0344,K868,4,1,IT,1
0344,K869,1,1,IT,0
0344,K871,2,1,IT,1
0344,K909,1,1,IT,0
0344,K911,1,1,IT,0
0344,K917,1,1,IT,0
0344,K918,3,1,IT,1
0344,K956,1,1,IT,0
0344,K966,1,1,IT,0
0344,K968,1,1,IT,0
0344,K969,1,1,IT,0
0344,K970,1,1,IT,0
0344,K971,3,1,IT,1
0344,K972,1,1,IT,0
0344,K975,4,1,IT,1
0344,K976,3,1,IT,1
0344,K977,2,1,IT,1
0344,K978,2,1,IT,1
0345,K800,1,1,IT,0
0345,K801,1,1,IT,0
0345,K802,3,1,IT,1
0345,K804,1,1,IT,0
0345,K805,4,1,IT,1
0345,K806,1,1,IT,0
0345,K807,4,1,IT,1
0345,K808,2,1,IT,1
0345,K803,2,1,IT,1
0345,K850,1,1,IT,0
0345,K851,2,1,IT,1
0345,K852,4,1,IT,1
0345,K853,3,1,IT,1
0345,K855,2,1,IT,1
0345,K856,4,1,IT,1
0345,K857,2,1,IT,1
0345,K900,1,1,IT,0
0345,K901,1,1,IT,0
0345,K902,2,1,IT,1
0345,K903,2,1,IT,1
0345,K904,1,1,IT,0
0345,K905,2,1,IT,1
0345,K950,1,1,IT,0
0345,K951,2,1,IT,1
0345,K952,1,1,IT,0
0345,K953,2,1,IT,1
0345,K954,2,1,IT,1
0345,K955,3,1,IT,1
0345,K957,1,1,IT,0
0346,K809,2,1,IT,1
0346,K810,4,1,IT,1
0346,K811,2,1,IT,1
0346,K812,3,1,IT,1
0346,K813,4,1,IT,1
0346,K814,2,1,IT,1
0346,K816,2,1,IT,1
0346,K858,1,1,IT,0
0346,K859,4,1,IT,1
0346,K860,2,1,IT,1
0346,K862,4,1,IT,1
0346,K863,4,1,IT,1
0346,K864,4,1,IT,1
0346,K865,3,1,IT,1
0346,K906,2,1,IT,1
0346,K907,4,1,IT,1
0346,K910,2,1,IT,1
0346,K914,3,1,IT,1
0346,K915,3,1,IT,1
0346,K916,1,1,IT,0
0346,K958,2,1,IT,1
0346,K959,1,1,IT,0
0346,K960,3,1,IT,1
0346,K961,1,1,IT,0
0346,K962,4,1,IT,1
0346,K963,1,1,IT,0
0346,K964,2,1,IT,1
0346,K965,1,1,IT,0
0346,K967,4,1,IT,1
0347,K818,1,1,IT,0
0347,K819,1,1,IT,0
0347,K820,3,1,IT,1
0347,K821,2,1,IT,1
0347,K822,4,1,IT,1
0347,K824,2,1,IT,1
0347,K825,1,1,IT,0
0347,K826,2,1,IT,1
0347,K861,1,1,IT,0
0347,K866,2,1,IT,1
0347,K867,1,1,IT,0
0347,K868,2,1,IT,1
0347,K869,2,1,IT,1
0347,K871,2,1,IT,1
0347,K909,1,1,IT,0
0347,K911,2,1,IT,1
0347,K917,1,1,IT,0
0347,K918,2,1,IT,1
0347,K956,1,1,IT,0
0347,K966,1,1,IT,0
0347,K968,1,1,IT,0
0347,K969,1,1,IT,0
0347,K970,2,1,IT,1
0347,K971,3,1,IT,1
0347,K972,1,1,IT,0
0347,K975,3,1,IT,1
0347,K976,2,1,IT,1
0347,K977,3,1,IT,1
0347,K978,2,1,IT,1
0348,K800,2,1,IT,1
0348,K801,2,1,IT,1
0348,K802,4,1,IT,1
0348,K804,1,1,IT,0
0348,K805,3,1,IT,1
0348,K806,3,1,IT,1
0348,K807,4,1,IT,1
0348,K808,3,1,IT,1
0348,K803,4,1,IT,1
0348,K850,2,1,IT,1
0348,K851,1,1,IT,0
0348,K852,2,1,IT,1
0348,K853,4,1,IT,1
0348,K855,2,1,IT,1
0348,K856,2,1,IT,1
0348,K857,2,1,IT,1
0348,K900,2,1,IT,1
0348,K901,2,1,IT,1
0348,K902,3,1,IT,1
0348,K903,2,1,IT,1
0348,K904,1,1,IT,0
0348,K905,1,1,IT,0
0348,K950,1,1,IT,0
0348,K951,3,1,IT,1
0348,K952,4,1,IT,1
0348,K953,3,1,IT,1
0348,K954,1,1,IT,0
0348,K955,4,1,IT,1
0348,K957,2,1,IT,1
0349,K809,1,1,IT,0
0349,K810,2,1,IT,1
0349,K811,2,1,IT,1
0349,K812,2,1,IT,1
0349,K813,3,1,IT,1
0349,K814,2,1,IT,1
0349,K816,2,1,IT,1
0349,K858,1,1,IT,0
0349,K859,1,1,IT,0
0349,K860,3,1,IT,1
0349,K862,4,1,IT,1
0349,K863,3,1,IT,1
0349,K864,4,1,IT,1
0349,K865,2,1,IT,1
0349,K906,2,1,IT,1
0349,K907,2,1,IT,1
0349,K910,1,1,IT,0
0349,K914,2,1,IT,1
0349,K915,1,1,IT,0
0349,K916,1,1,IT,0
0349,K958,1,1,IT,0
0349,K959,2,1,IT,1
0349,K960,2,1,IT,1
0349,K961,1,1,IT,0
0349,K962,3,1,IT,1
0349,K963,1,1,IT,0
0349,K964,1,1,IT,0
0349,K965,2,1,IT,1
0349,K967,4,1,IT,1
0350,K818,1,1,IT,0
0350,K819,1,1,IT,0
0350,K820,3,1,IT,1
0350,K821,2,1,IT,1
0350,K822,1,1,IT,0
0350,K824,2,1,IT,1
0350,K825,1,1,IT,0
0350,K826,4,1,IT,1
0350,K861,1,1,IT,0
0350,K866,1,1,IT,0
0350,K867,1,1,IT,0
0350,K868,3,1,IT,1
0350,K869,1,1,IT,0
0350,K871,1,1,IT,0
0350,K909,1,1,IT,0
0350,K911,1,1,IT,0
0350,K917,2,1,IT,1
0350,K918,2,1,IT,1
0350,K956,1,1,IT,0
0350,K966,1,1,IT,0
0350,K968,1,1,IT,0
0350,K969,1,1,IT,0
0350,K970,2,1,IT,1
0350,K971,3,1,IT,1
0350,K972,1,1,IT,0
0350,K975,2,1,IT,1
0350,K976,2,1,IT,1
0350,K977,3,1,IT,1
0350,K978,3,1,IT,1
0351,K800,1,1,IT,0
0351,K801,1,1,IT,0
0351,K802,2,1,IT,1
0351,K804,1,1,IT,0
0351,K805,3,1,IT,1
0351,K806,2,1,IT,1
0351,K807,1,1,IT,0
0351,K808,1,1,IT,0
0351,K803,3,1,IT,1
0351,K850,1,1,IT,0
0351,K851,1,1,IT,0
0351,K852,2,1,IT,1
0351,K853,3,1,IT,1
0351,K855,1,1,IT,0
0351,K856,4,1,IT,1
0351,K857,1,1,IT,0
0351,K900,1,1,IT,0
0351,K901,1,1,IT,0
0351,K902,1,1,IT,0
0351,K903,1,1,IT,0
0351,K904,1,1,IT,0
0351,K905,1,1,IT,0
0351,K950,1,1,IT,0
0351,K951,1,1,IT,0
0351,K952,1,1,IT,0
0351,K953,3,1,IT,1
0351,K954,1,1,IT,0
0351,K955,2,1,IT,1
0351,K957,1,1,IT,0
0352,K809,1,1,IT,0
0352,K810,1,1,IT,0
0352,K811,1,1,IT,0
0352,K812,1,1,IT,0
0352,K813,3,1,IT,1
0352,K814,1,1,IT,0
0352,K816,1,1,IT,0
0352,K858,1,1,IT,0
0352,K859,3,1,IT,1
0352,K860,1,1,IT,0
0352,K862,4,1,IT,1
0352,K863,3,1,IT,1
0352,K864,4,1,IT,1
0352,K865,1,1,IT,0
0352,K906,1,1,IT,0
0352,K907,1,1,IT,0
0352,K910,1,1,IT,0
0352,K914,1,1,IT,0
0352,K915,1,1,IT,0
0352,K916,2,1,IT,1
0352,K958,1,1,IT,0
0352,K959,1,1,IT,0
0352,K960,3,1,IT,1
0352,K961,1,1,IT,0
0352,K962,3,1,IT,1
0352,K963,1,1,IT,0
0352,K964,1,1,IT,0
0352,K965,2,1,IT,1
0352,K967,4,1,IT,1
0353,K818,1,1,IT,0
0353,K819,1,1,IT,0
0353,K820,4,1,IT,1
0353,K821,3,1,IT,1
0353,K822,1,1,IT,0
0353,K824,3,1,IT,1
0353,K825,2,1,IT,1
0353,K826,3,1,IT,1
0353,K861,1,1,IT,0
0353,K866,1,1,IT,0
0353,K867,2,1,IT,1
